id,features
410,"[-0.41381993889808655, 0.12867306172847748, -0.2836395502090454, 0.4734487235546112, -0.49628135561943054, 0.5534191727638245, 0.45920321345329285, -0.4971390664577484, -0.3756125569343567, -0.2836386561393738, -0.138642817735672, -0.23052480816841125, -0.3606966733932495, -0.02724616974592209, -0.2949422597885132, 0.7153865694999695, 0.7751028537750244, 0.0832175463438034, 0.6380489468574524, -0.25135675072669983, 0.4230510890483856, 0.12567980587482452, 0.09501603245735168, 0.706464946269989, 0.2411106377840042, 0.2845407724380493, 0.1003795862197876, 0.5070540904998779, 0.2898716628551483, 0.21296533942222595]"
420,"[-0.9746463298797607, 0.07818320393562317, -0.3527258038520813, 0.3734778165817261, -0.6551270484924316, 0.23267965018749237, 0.5550732016563416, 0.02178036794066429, -0.4903813600540161, -0.13199950754642487, -0.226204976439476, -0.08431914448738098, -0.5910120010375977, 0.020107002928853035, -0.32761016488075256, 0.37132585048675537, 0.3146679997444153, 0.2389925718307495, 0.11681131273508072, -0.5007352828979492, 0.17833100259304047, -0.102963387966156, -0.062463078647851944, 0.2761373519897461, -0.10701773315668106, 0.4031376242637634, 0.44300222396850586, 0.573229968547821, -0.12390533089637756, -0.00394513551145792]"
430,"[-1.1741913557052612, -0.011595875956118107, -0.28027763962745667, 0.6130839586257935, -0.513481855392456, -0.05274231359362602, 0.07558558136224747, 0.08735594898462296, 0.08634373545646667, -0.2906111776828766, -0.43538767099380493, -0.3520677983760834, -0.6359474658966064, -0.44846704602241516, -0.052603594958782196, 0.4574243426322937, 0.41352522373199463, 0.3278077244758606, 0.3836963474750519, 0.0842529907822609, 0.06592167913913727, -0.026219086721539497, 0.6947534680366516, 0.29884859919548035, 0.19850695133209229, 0.35458287596702576, 0.18514716625213623, 0.5027515292167664, -0.13980834186077118, -0.3663344383239746]"
440,"[-0.9324060678482056, 0.46115097403526306, -0.21297414600849152, 0.3031138479709625, -0.28315892815589905, 0.18725241720676422, 0.2730242908000946, 0.018870782107114792, -0.4491954743862152, -0.17994259297847748, 0.006631291471421719, -0.24206708371639252, -0.40579932928085327, -0.13845433294773102, -0.4565802812576294, 0.5747759938240051, 0.6287128925323486, 0.45014235377311707, 0.1833624690771103, -0.25897225737571716, 0.060718949884176254, -0.13456206023693085, 0.012376634404063225, 0.5177755951881409, 0.2634856104850769, 0.011942122131586075, 0.20828188955783844, 0.8269691467285156, 0.11787736415863037, -0.15209916234016418]"
450,"[-1.0837221145629883, 0.09795469790697098, -0.31201326847076416, 0.375480592250824, -0.7359724044799805, 0.19890649616718292, 0.4496462047100067, -0.06117996573448181, -0.10313978046178818, 0.04006417468190193, -0.07417748868465424, -0.47999274730682373, -0.4077381193637848, -0.10847157984972, -0.43631452322006226, 0.5611291527748108, 0.2288418412208557, -0.1075257882475853, 0.40582334995269775, -0.22765344381332397, 0.1882634162902832, -0.123959019780159, 0.36657699942588806, 0.5840572714805603, -0.0963294729590416, 0.36370179057121277, 0.6057940721511841, 0.39299654960632324, -0.13281963765621185, -0.31508955359458923]"
460,"[-1.0718743801116943, -0.029398810118436813, -0.5782057046890259, 0.37669995427131653, -0.6662305593490601, 0.32083848118782043, 0.4649738669395447, -0.0014732633717358112, -0.20909537374973297, -0.11216575652360916, -0.12655383348464966, -0.03181039169430733, -0.3746533691883087, -0.3725271224975586, -0.3849881887435913, 0.48776981234550476, 0.14127834141254425, 0.05440734699368477, 0.3053392469882965, -0.25492897629737854, 0.47842344641685486, -0.48484331369400024, 0.18002985417842865, 0.15418826043605804, 0.023158667609095573, -0.1934022605419159, 0.06857242435216904, 0.5374523997306824, -0.04675721749663353, -0.2536540925502777]"
470,"[-0.7690366506576538, 0.17493410408496857, -0.10604409873485565, 0.29141712188720703, -0.6756954789161682, 0.052197691053152084, 0.5959856510162354, -0.28028538823127747, -0.2457101196050644, 0.11737274378538132, 0.09272927045822144, -0.11986549198627472, -0.6449432969093323, -0.2712526023387909, -0.41897422075271606, 0.4754679501056671, 0.513359010219574, -0.09469027072191238, 0.16072028875350952, -0.08898767828941345, 0.10684769600629807, 0.007089547347277403, 0.39226409792900085, 0.46023109555244446, -0.00571597833186388, 0.03161219134926796, 0.2611815929412842, 0.5159837603569031, -0.24878469109535217, 0.08607880026102066]"
480,"[-0.8335057497024536, 0.1500508189201355, -0.4387117624282837, 0.24804285168647766, -0.21174483001232147, 0.230897918343544, 0.779882550239563, -0.1519334614276886, -0.004482517950236797, -0.45017725229263306, -0.059690363705158234, -0.06164131686091423, -0.255165696144104, -0.5869122743606567, -0.17547607421875, 0.6518815159797668, 0.33519870042800903, 0.054192136973142624, 0.25386255979537964, -0.163445845246315, 0.6770744323730469, -0.09123176336288452, 0.396436870098114, 0.11724130809307098, 0.2336149662733078, 0.1613837480545044, 0.05576597526669502, 0.5812987685203552, 0.1789356768131256, -0.1996685266494751]"
490,"[-0.923617422580719, 0.09703831374645233, -0.30542516708374023, 0.1419876366853714, -0.16817215085029602, -0.09110548347234726, 0.5156282782554626, -0.004485582932829857, -0.2523418068885803, -0.13275782763957977, 0.017636889591813087, -0.2146754115819931, -0.15171770751476288, -0.1691436469554901, -0.08783140778541565, 0.6047096252441406, -0.11126916855573654, 0.12422692030668259, 0.14453774690628052, -0.3951803147792816, 0.13629838824272156, -0.2861607074737549, -0.07939811795949936, -0.008797491900622845, -0.037169087678194046, 0.6143733263015747, 0.09642204642295837, 0.8665289282798767, 0.19265836477279663, -0.273266464471817]"
500,"[-1.0484455823898315, 0.4543747305870056, -0.7868015170097351, 0.6806461811065674, -0.0949893668293953, 0.34631237387657166, -0.33732113242149353, -0.0026393653824925423, -0.5996609330177307, -0.39109089970588684, 0.4505128860473633, -0.5264699459075928, -0.42676568031311035, -0.49956995248794556, -0.06853728741407394, 0.07247366011142731, 0.512259304523468, -0.03789191320538521, 0.1970253735780716, -0.31919658184051514, 0.18870989978313446, -0.5522335171699524, -0.0952492207288742, 0.42893606424331665, -0.13527025282382965, -0.04957210272550583, 0.11091819405555725, 0.7347408533096313, -0.5613275766372681, 0.2643367052078247]"
510,"[-0.8349257111549377, 0.28955578804016113, -0.5878934264183044, 0.004676465410739183, 0.16222207248210907, 0.2982867360115051, 0.41260483860969543, -0.3220243453979492, -0.007621598429977894, -0.3706902861595154, 0.12733732163906097, -0.26430127024650574, -0.38622739911079407, 0.052570492029190063, 0.1385137289762497, 0.38372504711151123, 0.5440237522125244, 0.09803012758493423, 0.5884285569190979, 0.25760287046432495, 0.20931586623191833, -0.04569710046052933, 0.35734084248542786, 0.7502223253250122, 0.48477309942245483, 0.3008668124675751, 0.2678159475326538, 0.3802625238895416, -0.1178087592124939, -0.42017069458961487]"
520,"[-0.8885517716407776, -0.0756840854883194, -0.02297332137823105, 0.5159612894058228, -0.6377699971199036, -0.24975427985191345, 0.36818927526474, 0.41443130373954773, 0.047713395208120346, -0.15347909927368164, 0.09093605726957321, 0.05826118215918541, -0.650235652923584, -0.2529612183570862, -0.30977100133895874, 0.34533756971359253, 0.16030524671077728, 0.15493153035640717, 0.3362288475036621, -0.34904786944389343, 0.24781350791454315, -0.14493420720100403, 0.45323604345321655, 0.6812728047370911, -0.11185453832149506, 0.22612209618091583, 0.33484843373298645, 1.106648325920105, -0.2905941903591156, -0.01865370385348797]"
530,"[-0.44843077659606934, 0.126498743891716, -0.31663864850997925, 0.6330947875976562, -0.5263283848762512, 0.016144772991538048, 0.6838709712028503, 0.055316030979156494, -0.4909171462059021, -0.15353727340698242, 0.12546534836292267, -0.33209601044654846, -0.4920594096183777, -0.24901217222213745, -0.3359661400318146, 0.5510292053222656, 0.019594484940171242, -0.3332335650920868, 0.6073619723320007, -0.4913724362850189, 0.48487475514411926, -0.202314093708992, 0.38933730125427246, 0.5979564785957336, 0.22937633097171783, 0.1360451877117157, 0.43696463108062744, 0.37548696994781494, -0.061840493232011795, 0.14513735473155975]"
540,"[-0.9316956400871277, 0.13855595886707306, -0.2907663583755493, 0.18413002789020538, -0.44333887100219727, 0.2576030492782593, 0.6927129626274109, -0.36057019233703613, -0.4114932417869568, -0.009732725098729134, -0.12195749580860138, -0.23384320735931396, -0.5682979822158813, -0.24791951477527618, -0.2775029242038727, 0.5285386443138123, 0.17947615683078766, -0.02378002367913723, 0.15557719767093658, -0.2338014543056488, 0.26532620191574097, -0.5686535239219666, 0.3613496422767639, 0.31148576736450195, 0.03840731084346771, -0.09747856110334396, 0.27040547132492065, 0.7911275029182434, 0.24357977509498596, -0.5223546028137207]"
550,"[-0.9518958330154419, 0.10626857727766037, -0.45420780777931213, 0.18817998468875885, -0.587533175945282, 0.07941116392612457, 0.47286850214004517, -0.049316298216581345, -0.2938673794269562, -0.10573882609605789, 0.05755278095602989, -0.16360127925872803, -0.4903159737586975, -0.3492754101753235, -0.2846463918685913, 0.4015082120895386, 0.3180425763130188, -0.005918535869568586, 0.15676558017730713, -0.1443794220685959, 0.19756703078746796, -0.1338023841381073, 0.25955939292907715, 0.3678675591945648, 0.021501315757632256, 0.11009588092565536, 0.17756719887256622, 0.5912487506866455, -0.015400395728647709, -0.26387566328048706]"
560,"[-0.7529584169387817, -0.015101345255970955, 0.02193012274801731, 0.4014641344547272, -0.6944712996482849, 0.2022837996482849, 0.4725407361984253, 0.027477849274873734, -0.26768532395362854, -0.22152133285999298, -0.05961866304278374, -0.30942457914352417, -0.5678644776344299, -0.34405025839805603, -0.16949424147605896, 0.5358958840370178, 0.5345034003257751, 0.162899911403656, 0.2466532438993454, -0.3847237825393677, 0.0841914713382721, -0.3328896760940552, 0.16054268181324005, 0.20671966671943665, -0.15099197626113892, 0.10041747987270355, 0.2621241509914398, 0.633529782295227, -0.12847810983657837, -0.17971161007881165]"
570,"[-0.8043473362922668, 0.16199813783168793, -0.18633131682872772, 0.22877642512321472, -0.5017192959785461, 0.06995991617441177, 0.6576238870620728, -0.08810603618621826, -0.2849055826663971, 0.0884009599685669, -0.10317713022232056, -0.2041057050228119, -0.4788440465927124, -0.4439147114753723, -0.2807290554046631, 0.49017632007598877, 0.24380086362361908, 0.027760503813624382, 0.18603096902370453, -0.21455293893814087, 0.23935016989707947, -0.21970424056053162, 0.21464072167873383, 0.17072634398937225, 0.03066200390458107, 0.027414396405220032, 0.3100535571575165, 0.3821427524089813, -0.31234514713287354, -0.261344313621521]"
580,"[-0.7389137148857117, -0.35834407806396484, -0.052489884197711945, 0.024666527286171913, -0.7942110300064087, -0.11421050876379013, 0.30638930201530457, -0.014442041516304016, -0.5069723129272461, 0.1438278704881668, -0.07554725557565689, -0.47120916843414307, -0.3844723403453827, -0.6946385502815247, -0.5443701148033142, 0.6141155958175659, 0.36607444286346436, 0.0790138766169548, -0.052320558577775955, -0.20230387151241302, 0.11359268426895142, -0.6612943410873413, -0.11671481281518936, 0.038679733872413635, -0.1428017020225525, 0.5776660442352295, 0.23528960347175598, 0.5232398509979248, -0.09638716280460358, -0.725771963596344]"
590,"[-0.8745259046554565, 0.29402750730514526, -0.28752028942108154, 0.5005089044570923, -0.35768502950668335, 0.09043917059898376, 0.5902032256126404, 0.1992490440607071, -0.11464269459247589, -0.05108391121029854, -0.14730893075466156, -0.25757455825805664, -0.3707519769668579, -0.22868874669075012, -0.12033259123563766, 0.4907013475894928, 0.2794566750526428, -0.055342596024274826, 0.2825525999069214, -0.3065038323402405, 0.40405145287513733, -0.019464535638689995, 0.3663473427295685, 0.3804052174091339, 0.2653343677520752, 0.05976386368274689, 0.13347145915031433, 0.6683573722839355, 0.1759219765663147, -0.10901319235563278]"
600,"[-0.6595727205276489, 0.134720116853714, -0.18827275931835175, 0.30348148941993713, 0.06282304227352142, 0.4449382722377777, 0.5170927047729492, 0.07660593092441559, -0.18249504268169403, -0.5594440698623657, -0.06822128593921661, -0.4288547933101654, -0.8873564600944519, -0.05931689590215683, -0.4403288960456848, 0.33798110485076904, 0.49488136172294617, 0.564304530620575, 0.15027888119220734, -0.2969600260257721, 0.3039512038230896, -0.08702542632818222, 0.4518008530139923, 0.28085920214653015, -0.06152928248047829, 0.3288688361644745, 0.44877663254737854, 0.13690440356731415, 0.0905074030160904, -0.20270733535289764]"
610,"[-0.905902624130249, -0.057306330651044846, -0.19553890824317932, 0.04693033918738365, -0.4444797933101654, 0.25301650166511536, 0.5195959210395813, -0.05469289794564247, -0.5007467269897461, -0.20484304428100586, 0.2263261377811432, -0.37762317061424255, -0.45350801944732666, -0.4375521242618561, -0.24745933711528778, 0.5364416241645813, 0.46728426218032837, 0.013748661614954472, 0.17503640055656433, -0.3627830147743225, 0.2143186777830124, -0.32366427779197693, 0.15004776418209076, 0.6453636288642883, -0.02067958191037178, 0.2597014307975769, 0.2706684470176697, 0.7832402586936951, -9.482086898060516e-05, -0.40333572030067444]"
1,"[-0.8698963522911072, 0.3155122697353363, -0.6478954553604126, 0.6831628680229187, -0.4676499366760254, 0.3638840317726135, 0.41972264647483826, -0.2932864725589752, -0.40567314624786377, -0.4829384982585907, -0.253431499004364, -0.16919416189193726, -0.4470762312412262, -0.45209020376205444, -0.40999558568000793, 0.26076963543891907, 0.7241647243499756, -0.39280304312705994, 0.6401898264884949, -0.5315455198287964, 0.21787746250629425, -0.2902017831802368, 0.35107550024986267, 0.6088610291481018, -0.11592830717563629, 0.1309364140033722, 0.4182240068912506, 0.5309590101242065, 0.16237109899520874, -0.12663012742996216]"
11,"[-1.0550175905227661, 0.19717727601528168, -0.31572821736335754, 0.35477784276008606, -0.7250209450721741, -0.26743656396865845, 0.6456976532936096, 0.01839560456573963, -0.35313719511032104, 0.06889774650335312, -0.19970424473285675, -0.1822979897260666, -0.05555347353219986, -0.37607333064079285, -0.32723289728164673, 0.6666551828384399, 0.08952312171459198, -0.08873897045850754, 0.23209954798221588, -0.10425206273794174, 0.6911830902099609, -0.5757085084915161, 0.2486952841281891, 0.24912483990192413, 0.23631764948368073, 0.025577405467629433, 0.41940101981163025, 0.5141904950141907, -0.4023221433162689, -0.08751949667930603]"
21,"[-0.771420955657959, 0.11585800349712372, -0.33100181818008423, 0.482307493686676, -0.6920124888420105, -0.6541599631309509, 1.0029969215393066, -0.3541649878025055, 0.13257640600204468, 0.37300801277160645, 0.36758115887641907, 0.188680961728096, -0.14047975838184357, -0.11849898099899292, -0.9919443130493164, 0.012699549086391926, 0.6932951211929321, 0.1345093548297882, 0.35534924268722534, -0.40948304533958435, 5.891757245990448e-05, -0.16927289962768555, 0.17072272300720215, 0.5140414237976074, 0.018537919968366623, -0.19338755309581757, 0.2777634561061859, 0.18733398616313934, 0.007798993028700352, -0.016714969649910927]"
31,"[-0.527845561504364, 0.259797602891922, -0.4210873544216156, 0.3820612132549286, -1.062548279762268, 0.6012269258499146, 0.8335708975791931, 0.06093486025929451, -0.12819845974445343, -0.3538280427455902, 0.15801122784614563, -0.21062588691711426, -0.9112099409103394, -0.4401974081993103, -0.11651110649108887, 0.24614901840686798, -0.03863498941063881, -0.010079617612063885, 0.2794060707092285, -0.2525014877319336, -0.21242766082286835, -0.5065416693687439, 0.4391973614692688, 0.2731536030769348, -0.06685737520456314, -0.31860843300819397, 0.2971549332141876, 0.552322506904602, 0.1308407336473465, -0.10881515592336655]"
41,"[-0.6023954153060913, 0.04806867986917496, -0.23072633147239685, 0.7320495843887329, -0.5253479480743408, 0.45702284574508667, 0.8022229075431824, 0.08200930058956146, -0.2764124274253845, -0.37210628390312195, -0.278359591960907, -0.4645463228225708, -0.1458226591348648, -0.008777923882007599, 0.16769364476203918, 0.6643660664558411, 0.26172709465026855, 0.4551580548286438, 0.31007662415504456, -0.0835472121834755, 0.6076992154121399, -0.21921397745609283, -0.16323605179786682, -0.33711233735084534, -0.10737293213605881, 0.39361703395843506, 0.4607194662094116, 0.0339326374232769, -0.5203931927680969, -0.1333906203508377]"
51,"[-0.6053463220596313, 0.22425049543380737, -0.27966171503067017, 0.27612000703811646, -0.0049990881234407425, 0.13263650238513947, 0.27783969044685364, 0.2724151313304901, -0.629872739315033, 0.023573989048600197, 0.6321900486946106, -0.6152932643890381, -0.7788841724395752, -0.8350397944450378, -0.5951895713806152, 1.1631207466125488, 0.521026611328125, -0.15255601704120636, 0.039709124714136124, -0.05899441987276077, 0.03819578140974045, -0.24277471005916595, 0.4952543079853058, 0.3719886839389801, 0.10440131276845932, 0.044377006590366364, 0.035361334681510925, 0.8078155517578125, -0.30735862255096436, 0.2587706744670868]"
61,"[-1.0280348062515259, 0.16962005198001862, -0.24440963566303253, 0.24263185262680054, -0.3577756881713867, 0.4440326392650604, 0.17665784060955048, -0.03816678747534752, -0.1353958696126938, -0.5218283534049988, -0.2111496478319168, -0.423153281211853, -0.3568090498447418, -0.1993776112794876, -0.023962458595633507, 0.78485506772995, 0.31888729333877563, -0.12244649231433868, -0.004447021055966616, -0.4192601144313812, -0.03773240000009537, -0.10564003884792328, -0.002527667907997966, 0.130063995718956, -0.027600841596722603, 0.24908314645290375, 0.16875874996185303, 0.9175710678100586, 0.020865028724074364, -0.298373281955719]"
71,"[-0.7541991472244263, 0.10443339496850967, -0.6833948493003845, 0.3176835775375366, -0.9033893346786499, -0.28900814056396484, 0.40258529782295227, -0.20500653982162476, 0.08143993467092514, 0.3452957272529602, 0.04897479712963104, -0.14751866459846497, -0.7046489715576172, -0.4892604947090149, -0.28112566471099854, -0.0417473129928112, 0.21114209294319153, -0.039365075528621674, -0.05851677805185318, 0.29120779037475586, 0.3159264922142029, -1.0385310649871826, 0.39577990770339966, 0.6233344674110413, -0.2534219026565552, -0.7941357493400574, 0.12856222689151764, 0.37615400552749634, -0.03321016952395439, -0.3645748496055603]"
81,"[-0.9400950074195862, -0.024257037788629532, 0.17387934029102325, 0.23492445051670074, 0.06693127006292343, 0.0012992045376449823, 0.2880241274833679, 0.28084322810173035, -0.3366025388240814, 0.25897181034088135, -0.0026690990198403597, -0.2592368721961975, -0.18923187255859375, -0.4472401738166809, -0.1792142391204834, 0.4082885682582855, -0.08065686374902725, -0.08782390505075455, 0.5163131356239319, -0.042727790772914886, -0.0014238967560231686, -0.28249436616897583, 0.4729156196117401, 0.6943067312240601, 0.4175379276275635, 0.04732491821050644, 0.15495242178440094, 0.5521669387817383, -0.31556591391563416, -0.38158315420150757]"
91,"[-0.9920810461044312, 0.04065665602684021, -0.06955017149448395, 0.22133083641529083, -0.432656466960907, 0.19827376306056976, 0.25863131880760193, 0.30432838201522827, -0.5399104952812195, -0.3629896342754364, 0.35447442531585693, -0.6925241947174072, -0.10939036309719086, -0.32056573033332825, -0.19670984148979187, 0.13197191059589386, 0.26769518852233887, 0.21690604090690613, 0.032035790383815765, -0.29392310976982117, 0.1159229502081871, -0.48664966225624084, 0.2979852557182312, 0.5349738597869873, -0.08061204105615616, 0.13976888358592987, 0.41824784874916077, 0.6550939679145813, -0.1426265835762024, -0.41391944885253906]"
